"NUM","CODE","Country","Continent","Cluster","Human_population_2010","Cov","Cov_L","Cov_U","mRP","lRP","uRP","Coverage","HDI","pop","PP","PPl","PPu","BI","BI_L","BI_U","LL","LLpc","LLpcU","LLpcL","L.cost.per","NTVcost","HRIGcost","ERIGcost","TCVcost","Num.1","Code","RISK","NTV","TCV_IM","TCV_ID","HRIG","ERIG","SMP","SMB","ND_NTV","ND_IM","ND_ID","NC_NTV","NC_IM","NC_ID","NTRAV","TRAV_U","TRAV_R","WK_LOST","DVAC","DVAC_C","DSTE","DSTE_C","DKIL","DKIL_C","CAT","CAT_C","TEST","TEST_C","CODE_GDP","GDP.US.","US..I.","FIRST_CONSULT","SUB_CONSULT","WHO","TRAVEL"
43,"SLE","Sierra Leone","Africa","Francophone",5835000,NA,0,0.1,0.7319156980778,0.623801254378265,0.816388039658643,0.008,0.336,5835000,0.711256745010689,0.518393138730329,0.8447493160167,0.00128403082142857,0.00128403082142857,0.00195446,795.077932573737,0.000136260142686159,2.90700381661429e-05,0.00110449107408593,500,0.379489713,234.0454485,72.16175799,24.41604662,43,"SLE",1,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,20,100,NA,0.000442657,1.5,0,0,4.42657e-06,20,6.85806e-05,500,1.44559e-06,16,"SLE",325.761,0.403602628,1.547105374,1.134908226,"AFRD",0.019471282
44,"SOM","Somalia","Africa","NorthAfrica",9359000,0.001,0,0.002,0.741822762333594,0.632244903183996,0.827438504606726,0.001,0.284,9359000,0.55229158341029,0.313508473757402,0.756082789125218,0.00195446,0.0002486,0.003353,15482.9178943987,0.00165433463985455,0.000340573446302156,0.0138788940189436,763.266666666667,0.379489713,234.0454485,30.91181177,14.2323561675,44,"SOM",1,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,20,100,NA,0,1.43,9.6556e-05,9.6556e-05,0.00096556,5,9.72051e-05,500,1.07685e-05,16,"ERI",397.719,0.583981722,2.972466966,2.180967782,"EMRD",0.017519452
45,"ZAF","South Africa","Africa","SADC",50491000,0.63,0.567,0.7,0.11104648637144,0.0946433280154074,0.12386265734954,0.63,0.619,50491000,0.990670370448134,0.986064655530799,0.994048770563421,0.004230129,0.0003772,0.004230129,4.16690164055496,8.25276116645532e-08,2.61889663743034e-06,5.37354314918043e-09,584.666666666667,0.379489713,234.0454485,132.8449541,24.68670822,45,"ZAF",1,0,1,0,0,0.024659237,NA,NA,14,4,5,NA,4,NA,4,10,80,NA,0.029708265,1.92,0.000815987,0.000815987,0.000198055,20,1.29144e-06,600,4.65429e-05,16,"ZAF",7157.801,0.681852289,5.896403291,4.325100597,"AFRE",0.040637477
46,"SDN","Sudan","Africa","NorthAfrica",43194000,0.002,0,0.01,0.740403577699295,0.631035352470169,0.825855528091053,0.002,0.408,43194000,0.86518529156454,0.770627217473113,0.921182864217646,0.0002486,0.0002486,0.003353,92411.8640638412,0.00213946066731123,0.000442688085158596,0.0178611001260596,763.266666666667,0.379489713,234.0454485,30.91181177,14.2323561675,46,"SDN",1,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,20,100,NA,0.000142404,1.43,9.6556e-05,9.6556e-05,0.000130319,5,0.00108208,500,6.32032e-06,16,"SDN",1705.316,0.684414535,5.552653738,4.074110509,"EMRD",0.022628309
47,"SWZ","Swaziland","Africa","SADC",1200000,NA,0,0.2,0.736153802590764,0.62741333008359,0.821115275109794,0.005,0.522,1200000,0.966919081928099,0.949911067298613,0.97824177147215,0.00149356128571429,0.0003772,0.004230129,1038.67390065933,0.000865561583882774,0.000181854103393332,0.00712043069827437,584.666666666667,0.379489713,234.0454485,132.8449541,24.9649076766667,47,"SWZ",1,0,1,0,0,0,NA,NA,14,4,5,NA,NA,NA,4,10,80,NA,0.000402914,1.5,4.02914e-08,4.02914e-08,4.02914e-06,20,0.000434041,700,3.91667e-05,16,"SWZ",3061.112,0.585661368,3.908244578,2.866756245,"AFRE",0.035198494
48,"TGO","Togo","Africa","Francophone",6781000,0.08258369,0,0.18258369,0.630312066664555,0.537205936240639,0.703058062327236,0.08258369,0.435,6781000,0.901865149291164,0.835407352876783,0.94068148376569,0.00128403082142857,0.00128403082142857,0.00195446,675.253438484493,9.95802150839836e-05,3.15808820130282e-05,0.000550705161290229,500,0.379489713,234.0454485,72.16175799,24.41604662,48,"TGO",1,0,1,0,0,0.00875,NA,NA,14,3.5,5,NA,3.5,NA,3.5,20,100,NA,0.01179767,1.2,0,0,0,20,5.5474e-05,500,4.12918e-06,16,"TGO",458.785,0.534691394,2.095894399,1.537482731,"AFRD",0.022960183
49,"TUN","Tunisia","Africa","NorthAfrica",10374000,0.4845,0.43605,0.538333333,0.209359961164883,0.178434492844225,0.233522752315993,0.4845,0.698,10374000,0.996717389237168,0.994383361727642,0.998170430128828,0.003353,0.0002486,0.003353,9.02864089390131,8.7031433332382e-07,5.13655925904362e-06,2.86987838889768e-07,763.266666666667,0.379489713,234.0454485,45.55208183,14.63577826,49,"TUN",1,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,60,NA,0.043425872,1.43,9.6556e-05,9.6556e-05,0.00096556,5,6.90427e-07,500,7.71159e-06,16,"TUN",4200.466,0.44292636,3.191931486,2.339562568,"EMRB",0.007437883
50,"UGA","Uganda","Africa","SADC",33797000,0.1,0,0.2,0.607630684667717,0.51787491959785,0.677758961578642,0.1,0.446,33797000,0.914073155806924,0.858392025290912,0.947361419922074,0.000396,0.0003772,0.004230129,5770.4899755975,0.000170739709903172,5.96768443561935e-05,0.000859731801921412,584.666666666667,0.379489713,234.0454485,132.8449541,24.9649076766667,50,"UGA",1,0,1,0,0,0,NA,NA,14,4,5,NA,NA,NA,4,10,80,NA,0.00382,1.47,4.02914e-08,4.02914e-08,4.02914e-06,20,9.49502e-05,500,3.25473e-07,16,"UGA",500.65,0.403543347,1.591063133,1.167068765,"AFRE",0.025623573
51,"TZA","United Republic of Tanzania","Africa","SADC",45039000,NA,0,0.2,0.736153802590764,0.62741333008359,0.821115275109794,0.005,0.466,45039000,0.932792601783164,0.891809114570977,0.95792561507272,0.000815,0.0003772,0.004230129,33552.0712170245,0.000744955954106984,0.000156514914275582,0.00612828404501376,584.666666666667,0.379489713,234.0454485,132.8449541,24.9649076766667,51,"TZA",1,0,1,0,0,0,NA,NA,14,3.5,5,NA,3.5,NA,3.5,10,80,NA,0.000402914,1.73,4.02914e-08,4.02914e-08,4.02914e-06,20,0.000373563,700,1.77624e-06,16,"TZA",548.282,0.387907199,2.873020218,2.107403589,"AFRE",0.024454353
52,"ZMB","Zambia","Africa","SADC",13255000,0.2,0,0.3,0.485101676596352,0.413445202987896,0.541088554093999,0.2,0.43,13255000,0.895820635724255,0.824187082074453,0.937417702373579,0.0003772,0.0003772,0.004230129,735.694136477123,5.55031411902771e-05,3.52566421630399e-05,0.000157082218721875,584.666666666667,0.379489713,234.0454485,132.8449541,24.9649076766667,52,"ZMB",1,0,1,0,0,0,NA,NA,14,4,5,NA,NA,NA,4,10,80,NA,0.045265937,1.32,4.02914e-08,4.02914e-08,4.02914e-06,20,1.21612e-05,385,5.35647e-06,16,"ZMB",1221.363,0.807917086,5.339263863,3.916430437,"AFRE",0.046207714
53,"ZWE","Zimbabwe","Africa","SADC",12643000,0.111524164,0.011524164,0.211524164,0.59284080048187,0.505269713381519,0.661262137437594,0.111524164,0.376,12643000,0.807440787916052,0.670535194704111,0.891959979002131,0.00149356128571429,0.0003772,0.004230129,3532.2110275367,0.000279380766237182,0.000104245170398715,0.00132083045064246,584.666666666667,0.379489713,234.0454485,132.8449541,24.9649076766667,53,"ZWE",1,0,1,0,0,0,NA,NA,14,4,5,NA,NA,NA,4,10,80,NA,0.007909515,1.47,4.02914e-08,4.02914e-08,4.02914e-06,20,0.000207627,700,1.50281e-05,16,"ZWE",594.332,1.369662108,9.847870559,7.223561335,"AFRE",0.075331416
54,"ATG","Antigua and Barbuda","Americas","Carribbean",87689,NA,0.451,0.651,0.160769458425421,0.13702150410884,0.179324290141076,0.551,0.764,87688.78373,0.998632741509673,0.997303004623681,0.999353795130993,0.0023862055,0.002258525,0.002513886,0,0,0,0,763.266666666667,0.379489713,234.0454485,87.47490529,28.21771138,54,"ATG",0,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.061264538,1.38,6.12645e-05,6.12645e-05,0.000612645,5,0,500,9.65936e-06,16,"ATG",12848.663,0.775256955,22.19292545,16.27236245,"AMRB",0.036183578
55,"ARG","Argentina","Americas","SouthernCone",40666000,0.206599203,0,0.8,0.477479138571118,0.406948623130168,0.532586278637977,0.206599203,0.797,40666000,0.999118016712964,0.998080968615598,0.999615217119726,0.000931663,0.000752849,0.002025225,11467.3262514358,0.000281988055167358,0.000186810092572076,0.00076637841560047,763.266666666667,0.379489713,169.7780904,63.45479789,23.96062611,55,"ARG",1,0.5,0.5,0,0,0,0,1,14,5,5,14,NA,NA,14,10,60,7,0.051649801,0.7,0.000154029,0.000154029,0.001540291,5,3.01722e-05,700,1.72134e-07,16,"ARG",9138.177,0.576382367,12.22263151,8.961914033,"AMRB",0.022526594
56,"BHS","Bahamas","Americas","Carribbean",345000,NA,0.451,0.651,0.160769458425421,0.13702150410884,0.179324290141076,0.551,0.771,345000,0.998754129664839,0.997496507431588,0.999418399200377,0.0023862055,0.002258525,0.002513886,0,0,0,0,763.266666666667,0.379489713,234.0454485,87.47490529,28.21771138,56,"BHS",0,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.061264538,1.38,6.12645e-05,6.12645e-05,0.000612645,5,0,500,9.65936e-06,16,"BHS",21878.573,0.844900811,26.55310711,19.46934774,"AMRB",0.04130672
57,"BRB","Barbados","Americas","Carribbean",256000,NA,0.451,0.651,0.160769458425421,0.13702150410884,0.179324290141076,0.551,0.793,256000,0.999069872229447,0.998000565996154,0.999590979250357,0.0023862055,0.002258525,0.002513886,0,0,0,0,763.266666666667,0.379489713,234.0454485,87.47490529,28.21771138,57,"BRB",0,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.061264538,1.38,6.12645e-05,6.12645e-05,0.000612645,5,0,500,9.65936e-06,16,"BRB",14326.463,0.636382866,21.55656601,15.8057691,"AMRB",0.039434907
58,"BLZ","Belize","Americas","CentralAmericaMexico",314000,NA,0.58,0.78,0.0841290176448551,0.071701955394996,0.0938385718107524,0.68,0.699,314000,0.99676061603693,0.994446710437483,0.998199098627128,0.001632197,0.0004522,0.005470083,0,0,0,0,640,0.379489713,234.0454485,63.45479789,33.154864992,58,"BLZ",0,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,60,NA,0.03619111,1.43,3.61911e-05,3.61911e-05,0.000361911,5,0,700,1.78745e-05,16,"BLZ",4158.712,0.526728944,16.85226214,12.3564655,"AMRB",0.027302759
59,"BOL","Bolivia","Americas","Andean",10028000,0.776641929,0.698977736,0.862935477,0.0423038745148318,0.0360549856448191,0.047186277430352,0.776641929,0.663,10028000,0.994781712517273,0.991656206152479,0.99689937838426,0.00340357,0.000616487,0.00340357,0.0229779084655049,2.29137499656013e-09,9.406450956053e-07,1.26331874583426e-11,763.266666666667,0.379489713,469.678233,169.3834316,49.33939811,59,"BOL",1,1,0,0,0,0,0,1,14,5,5,14,NA,NA,5,10,60,14,0.22002144,1.5,6.16116e-05,6.16116e-05,0.000616116,5,1.00206e-08,700,5.98325e-05,16,"BOL",1858.142,0.404603857,3.570239023,2.616822921,"AMRD",0.021932873
60,"BRA","Brazil","Americas","Brazil",195424000,0.6885,0.61965,0.765,0.0799079701646517,0.068104417154108,0.0891303619899774,0.6885,0.718,195424000,0.997482111161086,0.995528477896446,0.998666066793867,0.002193609,0.001419114,0.0023862055,9.80786931498118,5.01876397729101e-08,3.81263501656009e-06,1.40812163456218e-09,763.266666666667,0.379489713,234.0454485,63.45479789,9.836693478,60,"BRA",1,0,1,0,0.055873669,0.083810504,NA,NA,14,5,5,NA,NA,NA,5,10,60,NA,0.059059926,1.44,4.87312e-05,4.87312e-05,0.000349522,5,1.52376e-08,700,9.21074e-05,16,"BRA",10816.487,0.962365943,7.809182976,5.725872241,"AMRB",0.043604847
61,"CAN","Canada","Americas","NorthAmerica",33891000,NA,NA,NA,NA,NA,NA,NA,0.908,33891000,0.999798329380222,0.999413787078099,0.999936341919065,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,234.0454485,63.45479789,28.21771138,61,"CAN",0,0,1,0,0,0,NA,NA,14,4,5,NA,NA,NA,4,10,50,NA,0.240946033,0.5,0.001881595,0.001881595,0,20,0,1000,0,16,"CAN",46214.914,1.183254951,41.1473558,30.16652132,"AMRA",0.044910125
62,"CHL","Chile","Americas","SouthernCone",17134000,NA,0.548,0.748,0.100946508198703,0.0860352614444996,0.112597013775164,0.648,0.805,17134000,0.999206964459924,0.998237053153178,0.99966103669898,0.002025225,0.000752849,0.002025225,0,0,0,0,763.266666666667,0.379489713,169.77971465,63.45479789,18.27356771,62,"CHL",0,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,60,NA,0.154029115,0.7,0.000154029,0.000154029,0.001540291,5,0,700,1.25475e-05,16,"CHL",11827.958,0.78842809,25.08988419,18.3964791,"AMRB",0.035606447
63,"COL","Colombia","Americas","Andean",46299000,0.732117866,0.6,0.8,0.0598856172819014,0.0510396528968775,0.0667971759929685,0.732117866,0.71,46299000,0.997200244027186,0.995088175742016,0.998486341064261,0.000774045,0.000616487,0.00340357,0.339797011095481,7.33918683115144e-09,1.19832118836013e-06,9.84509497794483e-11,763.266666666667,0.379489713,426.760882,97.99766136,24.8284979,63,"COL",1,0,1,0,0,0.05,NA,NA,14,5,5,NA,NA,NA,5,10,60,NA,0.060245146,1.3,6.16116e-05,6.16116e-05,0.000616116,5,1.59136e-08,700,3.28301e-06,16,"COL",6273.372,0.655793455,4.584971978,3.361806716,"AMRB",0.032298271
64,"CRI","Costa Rica","Americas","CentralAmericaMexico",4641000,0.22,0.12,0.32,0.462177598680014,0.393907340092985,0.515518747242949,0.22,0.744,4641000,0.998216859166075,0.996653673236861,0.99912588946748,0.001632197,0.0004522,0.005470083,0,0,0,0,640,0.379489713,234.0454485,63.45479789,31.92493616,64,"CRI",0,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,60,NA,0.040939453,1.203,3.61911e-05,3.61911e-05,0.000361911,5,0,600,5.38677e-06,16,"CRI",7842.862,0.699284529,20.21916077,14.82515287,"AMRB",0.034487786
65,"CUB","Cuba","Americas","Carribbean",11204000,0.646449,0.5818041,0.718276667,0.101798694699245,0.086761567779229,0.113547553391171,0.646449,0.776,11204000,0.998834187583067,0.997620999192195,0.999464872488747,0.002513886,0.002258525,0.002513886,0.651442894223176,5.81437784918936e-08,2.32378037665477e-06,3.03079666833174e-09,763.266666666667,0.379489713,234.0454485,87.47490529,28.21771138,65,"CUB",1,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.076930739,1.38,6.12645e-05,6.12645e-05,0.000612645,5,1.55803e-07,500,6.60478e-06,16,"CUB",1500,0.3,2.166,1.587968021,"AMRA",0.0105
66,"DMA","Dominica","Americas","Carribbean",69625,NA,0.451,0.651,0.160769458425421,0.13702150410884,0.179324290141076,0.551,0.724,69625,0.997674771421564,0.995817795761899,0.99878658973289,0.0023862055,0.002258525,0.002513886,0,0,0,0,763.266666666667,0.379489713,234.0454485,87.47490529,28.21771138,66,"DMA",0,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.061264538,1.38,6.12645e-05,6.12645e-05,0.000612645,5,0,500,9.65936e-06,16,"DMA",5167.445,0.496107852,20.26962674,14.86215568,"AMRB",0.02543151
67,"DOM","Dominican Republic","Americas","Carribbean",10225000,0.266962762,0.166962762,0.366962762,0.410433929415268,0.349806952742021,0.457803203189539,0.266962762,0.689,10225000,0.996301545158183,0.993780650646242,0.99790877601702,0.002258525,0.002258525,0.002513886,285.756858718904,2.79468810483036e-05,2.76576129441788e-05,5.15747797351206e-05,763.266666666667,0.379489713,234.0454485,87.47490529,28.21771138,67,"DOM",1,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.025436186,1.38,6.12645e-05,6.12645e-05,0.000612645,5,1.87366e-05,500,1.27139e-05,16,"DOM",5228.229,0.591710486,5.07743728,3.722893582,"AMRB",0.030332019
68,"ECU","Ecuador","Americas","Andean",13772000,0.784776916,0.6,0.8,0.0394068238530042,0.0335858709071633,0.0439548704297743,0.784776916,0.72,13772000,0.997548038401359,0.995624018040627,0.998707563777594,0.000616487,0.000616487,0.00340357,0.00845566563920278,6.13975140807637e-10,3.04233179313081e-07,2.82325283664377e-12,763.266666666667,0.379489713,297.2646988,152.205613253333,40.35562846,68,"ECU",1,1,0,0,0,0,0,1,14,5,5,14,NA,NA,14,10,60,14,0.11326641,1.3,6.16116e-05,6.16116e-05,0.000616116,5,1.88163e-09,700,1.88789e-06,16,"ECU",3983.802,0.512332141,5.091450078,3.731801477,"AMRD",0.026330783
69,"SLV","El Salvador","Americas","CentralAmericaMexico",6193000,0.657,0.5913,0.73,0.0960690200284056,0.0818782482162856,0.107156601694558,0.657,0.674,6193000,0.995488688829097,0.992619432035167,0.99735283653176,0.005470083,0.0004522,0.005470083,0.157325411274797,2.54037479855962e-08,1.18393651013928e-06,1.14179353885165e-09,640,0.379489713,234.0454485,63.45479789,43.77639343,69,"SLV",1,0,1,0,0.234787871,0,NA,NA,14,5,5,NA,NA,NA,5,10,60,NA,0.1813596,1.47,0,0,0,5,7.23689e-08,650,4.84418e-05,16,"SLV",3700.755,0.498097454,38.42788636,28.17620851,"AMRB",0.025244986
70,"GRD","Grenada","Americas","Carribbean",102000,NA,0.451,0.651,0.160769458425421,0.13702150410884,0.179324290141076,0.551,0.748,102000,0.998309081858635,0.996794398464275,0.99917856889489,0.0023862055,0.002258525,0.002513886,0,0,0,0,763.266666666667,0.379489713,234.0454485,87.47490529,28.21771138,70,"GRD",0,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.061264538,1.38,6.12645e-05,6.12645e-05,0.000612645,5,0,500,9.65936e-06,16,"GRD",6542.605,0.613930658,20.67971181,15.16283947,"AMRB",0.029353677
71,"GTM","Guatemala","Americas","CentralAmericaMexico",14376000,0.63,0.567,0.7,0.11104648637144,0.0946433280154074,0.12386265734954,0.63,0.574,14376000,0.983155113804124,0.975099720075618,0.988591513519775,0.000696298,0.0004522,0.005470083,0.750794851536457,5.22255739799984e-08,1.65730447453181e-06,3.40051492599747e-09,640,0.379489713,234.0454485,63.45479789,22.7414349,71,"GTM",1,0,1,0,0,0,NA,NA,14,3.5,5,NA,3.5,NA,3.5,10,60,NA,0.112511825,1.47,3.61911e-05,3.61911e-05,0.000361911,5,1.39576e-07,700,2.22593e-05,16,"GTM",2887.642,0.591182711,5.03874206,3.693168897,"AMRD",0.032540489
72,"GUY","Guyana","Americas","CentralAmericaMexico",763000,NA,0.58,0.78,0.0841290176448551,0.071701955394996,0.0938385718107524,0.68,0.633,763000,0.992243029487784,0.988189869833703,0.995125173840699,0.0004522,0.0004522,0.005470083,0.00858994779629085,1.12581229309185e-08,7.46090499855033e-07,3.60331240262215e-10,640,0.379489713,234.0454485,63.45479789,33.154864992,72,"GUY",1,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,60,NA,0.03619111,1.43,3.61911e-05,3.61911e-05,0.000361911,5,1.87622e-08,700,1.78745e-05,16,"GUY",2868.138,0.411830393,2.471503937,1.812163428,"AMRB",0.020223865
73,"HTI","Haiti","Americas","Carribbean",10188000,0.314095014,0.214095014,0.414095014,0.361457385106831,0.308064946312931,0.403174145359208,0.314095014,0.454,10188000,0.92206987487453,0.873341366215671,0.951951553544351,0.0023862055,0.002258525,0.002513886,101.605577122267,9.97306410701482e-06,1.38261757023631e-05,1.32968928699532e-05,763.266666666667,0.379489713,234.0454485,87.47490529,28.21771138,73,"HTI",1,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.041372301,1.38,6.12645e-05,6.12645e-05,0.000612645,5,6.16156e-06,500,9.65936e-06,16,"HTI",672.918,0.577845635,3.621873351,2.654668536,"AMRD",0.032073147
74,"HND","Honduras","Americas","CentralAmericaMexico",7619000,0.82476,0.742284,0.9164,0.0266016734997116,0.0226722248768016,0.0296718435430529,0.82476,0.625,7619000,0.991379737541416,0.987090719589776,0.994546752020054,0.00070466,0.0004522,0.005470083,0.000712472297128003,9.35125734516345e-11,1.31413970584669e-07,1.57349000493399e-13,640,0.379489713,234.0454485,63.45479789,46.66299442,74,"HND",1,1,0,0,0,0,0,1,14,5,5,14,NA,NA,14,10,60,14,0.120672529,1.491,0.000656254,0.000656254,2.75627e-05,5,3.71157e-10,700,2.36251e-06,16,"HND",2015.576,0.456319808,3.713362027,2.722722289,"AMRB",0.02437701
75,"JAM","Jamaica","Americas","Carribbean",2732000,NA,0.451,0.651,0.160769458425421,0.13702150410884,0.179324290141076,0.551,0.727,2732000,0.997765513355203,0.995958072036984,0.998845368296641,0.0023862055,0.002258525,0.002513886,0,0,0,0,763.266666666667,0.379489713,234.0454485,87.47490529,28.21771138,75,"JAM",0,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.061264538,1.38,6.12645e-05,6.12645e-05,0.000612645,5,0,500,9.65936e-06,16,"JAM",5039.382,0.577445512,7.522762352,5.515862064,"AMRB",0.029693868
76,"MEX","Mexico","Americas","CentralAmericaMexico",110647000,0.765,0.6885,0.85,0.0466199888791834,0.0397335480278824,0.0520005260577683,0.765,0.77,110647000,0.998737470899502,0.997470520681229,0.999408631271563,0.00070992,0.0004522,0.005470083,0.131189741803072,1.18566017879448e-09,3.76155344522651e-07,8.38140163537514e-12,640,0.379489713,234.0454485,63.45479789,20.66856605,76,"MEX",1,0,1,0,0.092283309,0,NA,NA,14,4.5,5,NA,4.5,NA,5,10,60,NA,0.148774364,1.494,0.00542265,0.00542265,0.001355663,5,4.53694e-09,550,3.02765e-06,16,"MEX",9565.962,0.66292895,22.47281823,16.47758626,"AMRB",0.031529682
77,"NIC","Nicaragua","Americas","CentralAmericaMexico",5821000,0.873,0.7857,0.97,0.0143729492726962,0.0122498585683703,0.0160317696582623,0.873,0.589,5821000,0.986159359072079,0.979553057028716,0.99074230809387,0.001760021,0.0004522,0.005470083,0,0,0,0,640,0.379489713,234.0454485,63.45479789,33.154864992,77,"NIC",0,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,60,NA,0.111664662,1.5,0.000515375,0.000515375,0.000361911,5,0,700,2.57688e-05,16,"NIC",1126.549,0.369907184,2.986845457,2.189221954,"AMRD",0.021794591
78,"PAN","Panama","Americas","CentralAmericaMexico",3507000,0.066666667,0,0.1,0.651387400860636,0.5551681413723,0.726565757017588,0.066666667,0.768,3507000,0.998703483019357,0.99741733280479,0.999389839552548,0.001632197,0.0004522,0.005470083,0,0,0,0,640,0.379489713,234.0454485,63.45479789,33.154864992,78,"PAN",0,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,60,NA,0.00570288,1.43,3.61911e-05,3.61911e-05,0.000361911,5,0,700,1.78745e-05,16,"PAN",7592.537,0.60364798,18.94634731,13.89189682,"AMRB",0.031702243
79,"PRY","Paraguay","Americas","SouthernCone",6459000,0.837,0.7533,0.93,0.0231623631882113,0.0197409500153053,0.0258355932612821,0.837,0.665,6459000,0.994917985514474,0.99184301871712,0.996988948646897,0.001966719,0.000752849,0.002025225,0,0,0,0,763.266666666667,0.379489713,169.7813389,63.45479789,36.23190927,79,"PRY",0,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,60,NA,0.10837591,1.47,0.000154029,0.000154029,0.001540291,5,0,700,2.7094e-05,16,"PRY",2885.793,0.554710892,3.999380943,2.932437926,"AMRB",0.027527545
80,"PER","Peru","Americas","Andean",29496000,0.327375704,0.2,0.6,0.348193757081149,0.296760546336599,0.388379726669889,0.327375704,0.725,29496000,0.997705420033408,0.995865066927151,0.998805814415818,0.001588898,0.000616487,0.00340357,380.289647779476,1.28929226939068e-05,1.9737600006981e-05,1.56219823324155e-05,763.266666666667,0.379489713,426.760882,189.2357468,40.49700227,80,"PER",1,1,0,0,0,0,0,1,14,5,5,14,NA,NA,14,10,60,14,0.023663039,1.3,6.16116e-05,6.16116e-05,0.000616116,5,1.13958e-06,700,2.74614e-06,16,"PER",5171.651,0.554294221,4.914431363,3.602054806,"AMRD",0.030032636
81,"KNA","Saint Kitts and Nevis","Americas","Carribbean",51672,NA,0.451,0.651,0.160769458425421,0.13702150410884,0.179324290141076,0.551,0.735,51672.28803,0.997990586330453,0.996313329257509,0.998989913744831,0.0023862055,0.002258525,0.002513886,0,0,0,0,763.266666666667,0.379489713,234.0454485,87.47490529,28.21771138,81,"KNA",0,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.061264538,1.38,6.12645e-05,6.12645e-05,0.000612645,5,0,500,9.65936e-06,16,"KNA",9635.99,0.776159506,31.31776393,22.96290351,"AMRB",0.039718511
82,"LCA","Saint Lucia","Americas","Carribbean",172000,NA,0.451,0.651,0.160769458425421,0.13702150410884,0.179324290141076,0.551,0.723,172000,0.997643714404267,0.995770167621063,0.99876713124875,0.0023862055,0.002258525,0.002513886,0,0,0,0,763.266666666667,0.379489713,234.0454485,87.47490529,28.21771138,82,"LCA",0,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.061264538,1.38,6.12645e-05,6.12645e-05,0.000612645,5,0,500,9.65936e-06,16,"LCA",5667.963,0.547635625,25.31363645,18.5605394,"AMRB",0.029641199
83,"VCT","Saint Vincent and the Grenadines","Americas","Carribbean",106000,NA,0.451,0.651,0.160769458425421,0.13702150410884,0.179324290141076,0.551,0.717,106000,0.997448487449633,0.995478931188165,0.998644821971564,0.0023862055,0.002258525,0.002513886,0,0,0,0,763.266666666667,0.379489713,234.0454485,87.47490529,28.21771138,83,"VCT",0,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.061264538,1.38,6.12645e-05,6.12645e-05,0.000612645,5,0,500,9.65936e-06,16,"VCT",5228.57,0.524429765,5.185904807,3.802424463,"AMRB",0.028671234
84,"SUR","Suriname","Americas","CentralAmericaMexico",527000,NA,0.58,0.78,0.0841290176448551,0.071701955394996,0.0938385718107524,0.68,0.68,527000,0.995833241803533,0.993096688714551,0.99758943560829,0.001632197,0.0004522,0.005470083,0.00316788325036959,6.0111636629404e-09,3.98367661244546e-07,1.92395310601725e-10,640,0.379489713,234.0454485,63.45479789,33.154864992,84,"SUR",1,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,60,NA,0.03619111,1.43,3.61911e-05,3.61911e-05,0.000361911,5,1.00179e-08,700,1.78745e-05,16,"SUR",6975.453,0.781633336,7.406016669,5.430261449,"AMRB",0.033636099
85,"TTO","Trinidad and Tobago","Americas","Carribbean",1344000,NA,0.451,0.651,0.160769458425421,0.13702150410884,0.179324290141076,0.551,0.76,1344000,0.99855814572246,0.99718362737525,0.999314276306498,0.0023862055,0.002258525,0.002513886,0,0,0,0,763.266666666667,0.379489713,234.0454485,87.47490529,28.21771138,85,"TTO",0,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.061264538,1.38,6.12645e-05,6.12645e-05,0.000612645,5,0,500,9.65936e-06,16,"TTO",20228.27,0.944043268,43.21979153,31.6897434,"AMRB",0.065617092
