"NUM","CODE","Country","Continent","Cluster","Human_population_2010","Cov","Cov_L","Cov_U","mRP","lRP","uRP","Coverage","HDI","pop","PP","PPl","PPu","BI","BI_L","BI_U","LL","LLpc","LLpcU","LLpcL","L.cost.per","NTVcost","HRIGcost","ERIGcost","TCVcost","Num.1","Code","RISK","NTV","TCV_IM","TCV_ID","HRIG","ERIG","SMP","SMB","ND_NTV","ND_IM","ND_ID","NC_NTV","NC_IM","NC_ID","NTRAV","TRAV_U","TRAV_R","WK_LOST","DVAC","DVAC_C","DSTE","DSTE_C","DKIL","DKIL_C","CAT","CAT_C","TEST","TEST_C","CODE_GDP","GDP.US.","US..I.","FIRST_CONSULT","SUB_CONSULT","WHO","TRAVEL"
174,"MKD","The former Yugoslav Republic of Macedonia","Europe","EasternEurope",2041000,NA,0.367,0.567,0.223159701262248,0.190195813451827,0.248915157200153,0.467,0.728,2041000,0.997794968549939,0.996007963590262,0.998864689829913,0.0008416,0.0001529,0.0023545,2.3451224553166,1.14900659251181e-06,5.72506284813906e-06,4.46099056694019e-07,2556,0.379489713,324.648512614286,67.6533444196,23.238522682,174,"MKD",1,0,1,0,0.073653893,0.22096168,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0.035883737,0.8,0.003588374,0.003588374,3.58837e-05,5,1.81872e-06,700,2.14304e-05,16,"MKD",4431.129,0.455507252,4.027237004,2.951639543,"EURB",0.030654332
175,"UKR","Ukraine","Europe","EasternEurope",45436000,NA,0.367,0.567,0.223159701262248,0.190195813451827,0.248915157200153,0.467,0.729,45436000,0.997824036310548,0.996057653654765,0.998883688399145,0.0004622,0.0001529,0.0023545,38.6593697534042,8.50853282714239e-07,4.23947830223993e-06,3.30341748496043e-07,2556,0.379489713,324.648512614286,0.179222778,12.44602627,175,"UKR",1,0,1,0,0,0,NA,NA,14,6,5,NA,6,NA,5.5,10,50,6,0.035883737,0.8,0.003588374,0.003588374,3.58837e-05,5,1.34679e-06,700,2.40558e-05,16,"UKR",2999.629,0.446931695,2.742410956,2.009596052,"EURC",0.014445004
176,"GBR","United Kingdom","Europe","EU",61899000,NA,NA,NA,NA,NA,NA,NA,0.863,61899000,0.999633155770763,0.999053601397745,0.999865581068045,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,234.0454485,63.45479789,28.21771138,176,"GBR",0,0,1,0,0,0,NA,NA,14,4,5,NA,NA,NA,4,10,50,NA,0.095050496,0.5,0.00950505,0.00950505,9.50505e-05,5,0,700,0,16,"GBR",36119.846,1.034374336,33.83123038,24.7981868,"EURA",0.10340566
177,"AUS","Australia","Oceania","Oceania",21511000,NA,NA,NA,NA,NA,NA,NA,0.929,21511000,0.99984746403184,0.99952738037386,0.999954965668265,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,240.7406631,63.45479789,87.22400453,177,"AUS",0,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0,0.5,0.001881595,0.001881595,0.001881595,20,0,700,0,16,"AUS",55589.549,1.400263173,46.11414757,33.80316729,"WPRA",0.110814468
178,"COK","Cook Islands","Oceania","Oceania",18027,NA,NA,NA,NA,NA,NA,NA,0.908,18027,0.999798329380222,0.999413787078099,0.999936341919065,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,215.74619605,63.45479789,85.011415965,178,"COK",0,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0,0.5,0.001881595,0.001881595,0.001881595,20,0,700,0,16,"COK",2305.628769,0.474618979,4.722458845,3.463010352,"WPRB",0.014238569
179,"FJI","Fiji","Oceania","Oceania",854000,NA,NA,NA,NA,NA,NA,NA,0.688,854000,0.996252215484596,0.993709924551632,0.997878517072623,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,215.74619605,63.45479789,85.011415965,179,"FJI",0,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0,0.5,0.001881595,0.001881595,0.001881595,20,0,700,0,16,"FJI",3517.833,0.8091982,4.941291362,3.623481687,"WPRB",0.02815158
180,"KIR","Kiribati","Oceania","Oceania",100059,NA,NA,NA,NA,NA,NA,NA,0.624,100058.9403,0.991265336749752,0.986959095675887,0.994468757702288,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,215.74619605,63.45479789,85.011415965,180,"KIR",0,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0,0.5,0.001881595,0.001881595,0.001881595,20,0,700,0,16,"KIR",1479.181,0.23823364,3.49738057,2.564652339,"WPRB",0.008530994
181,"MHL","Marshall Islands","Oceania","Oceania",63391,NA,NA,NA,NA,NA,NA,NA,0.563,63390.77545,0.980553076768922,0.971344058768584,0.986869001172257,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,215.74619605,63.45479789,85.011415965,181,"MHL",0,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0,0.5,0.001881595,0.001881595,0.001881595,20,0,700,0,16,"MHL",2305.628769,0.474618979,3.279617147,2.404964978,"WPRB",0.014238569
182,"FSM","Micronesia (Federated States of)","Oceania","Oceania",113000,NA,NA,NA,NA,NA,NA,NA,0.636,113000,0.99254416076606,0.988557822036425,0.995348693538208,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,215.74619605,63.45479789,85.011415965,182,"FSM",0,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0,0.5,0.001881595,0.001881595,0.001881595,20,0,700,0,16,"FSM",1911.310155,0.298782266,2.10043933,1.540266074,"WPRB",0.008963468
183,"NRU","Nauru","Oceania","Oceania",10300,NA,NA,NA,NA,NA,NA,NA,0.663,10299.80648,0.994781712517273,0.991656206152479,0.99689937838426,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,215.74619605,63.45479789,85.011415965,183,"NRU",0,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0,0.5,0.001881595,0.001881595,0.001881595,20,0,700,0,16,"NRU",2305.628769,0.474618979,3.929845149,2.881781479,"WPRB",0.014238569
184,"NZL","New Zealand","Oceania","Oceania",4304000,NA,NA,NA,NA,NA,NA,NA,0.908,4304000,0.999798329380222,0.999413787078099,0.999936341919065,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,190.751729,63.45479789,82.7988274,184,"NZL",0,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0,0.5,0.001881595,0.001881595,0.001881595,20,0,700,0,16,"NZL",32145.233,1.192064686,36.12262462,26.47905659,"WPRA",0.095468713
185,"NIU","Niue","Oceania","Oceania",1591,NA,NA,NA,NA,NA,NA,NA,0.908,1590.566428,0.999798329380222,0.999413787078099,0.999936341919065,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,215.74619605,63.45479789,85.011415965,185,"NIU",0,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0,0.5,0.001881595,0.001881595,0.001881595,20,0,700,0,16,"NIU",2305.628769,0.474618979,2.710074372,1.987315488,"WPRB",0.014238569
186,"PLW","Palau","Oceania","Oceania",20318,NA,NA,NA,NA,NA,NA,NA,0.782,20317.60481,0.9989235032218,0.997762472938053,0.999515338061578,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,215.74619605,63.45479789,85.011415965,186,"PLW",0,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0,0.5,0.001881595,0.001881595,0.001881595,20,0,700,0,16,"PLW",1919.1,0.3,8.814,6.463364583,"WPRB",0.009
187,"PNG","Papua New Guinea","Oceania","Oceania",6890000,NA,NA,NA,NA,NA,NA,NA,0.466,6890000,0.932792601783164,0.891809114570977,0.95792561507272,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,215.74619605,63.45479789,85.011415965,187,"PNG",0,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0,0.5,0.001881595,0.001881595,0.001881595,20,0,700,0,16,"PNG",1488.032,0.646836005,2.667137654,1.955829709,"WPRB",0.021600884
188,"WSM","Samoa","Oceania","Oceania",181000,NA,NA,NA,NA,NA,NA,NA,0.688,181000,0.996252215484596,0.993709924551632,0.997878517072623,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,215.74619605,63.45479789,85.011415965,188,"WSM",0,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0,0.5,0.001881595,0.001881595,0.001881595,20,0,700,0,16,"WSM",3189.15,0.509822697,4.19757093,3.078106567,"WPRB",0.016923613
189,"SLB","Solomon Islands","Oceania","Oceania",534000,NA,NA,NA,NA,NA,NA,NA,0.51,534000,0.961415908659453,0.940623151157915,0.974405448674122,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,215.74619605,63.45479789,85.011415965,189,"SLB",0,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0,0.5,0.001881595,0.001881595,0.001881595,20,0,700,0,16,"SLB",1340.376,0.437619495,3.124283756,2.291057973,"WPRB",0.01583786
190,"TON","Tonga","Oceania","Oceania",104000,NA,NA,NA,NA,NA,NA,NA,0.704,104000,0.996968385569893,0.994752951369689,0.998335852820018,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,215.74619605,63.45479789,85.011415965,190,"TON",0,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0,0.5,0.001881595,0.001881595,0.001881595,20,0,700,0,16,"TON",3518.289,0.483611547,3.986569453,2.923377786,"WPRB",0.0164196
191,"TUV","Tuvalu","Oceania","Oceania",9885,NA,NA,NA,NA,NA,NA,NA,0.583,9884.678424,0.985026891788875,0.978007981229177,0.989933138365644,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,215.74619605,63.45479789,85.011415965,191,"TUV",0,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0,0.5,0.001881595,0.001881595,0.001881595,20,0,700,0,16,"TUV",2305.628769,0.474618979,3.246393819,2.380602091,"WPRB",0.014238569
192,"VUT","Vanuatu","Oceania","Oceania",246000,NA,NA,NA,NA,NA,NA,NA,0.617,246000,0.99042129524922,0.985674477713088,0.993857137984475,0,0,0,NA,NA,NA,NA,763.266666666667,0.379489713,215.74619605,63.45479789,85.011415965,192,"VUT",0,0,1,0,0,0,NA,NA,14,5,5,NA,NA,NA,5,10,50,NA,0,0.5,0.001881595,0.001881595,0.001881595,20,0,700,0,16,"VUT",2896.352,0.609666288,4.430149271,3.248657805,"WPRB",0.020091543
